driver_id,date,day_of_week,weekend_flag,stop,location_id,latitude,longitude,region,traffic_category,visit_time,visit_duration_minutes,distance_km,historical_travel_time_minutes,stop_count,average_speed_kmph,route_efficiency_score
D9,2026-03-15,Sunday,1,Store_31,L31,22.92006,72.51836,South,Medium,18:45,28,13.78,50.16,3,22.2,0.61
D1,2026-03-16,Monday,0,Store_15,L15,23.103642,72.553741,Central,Low,13:00,26,16.68,33.36,4,45.42,0.84
D11,2026-03-16,Monday,0,Store_8,L8,22.906262,72.547656,North,Medium,13:30,22,21.21,55.15,12,37.88,0.89
D12,2026-03-16,Monday,0,Store_39,L39,23.125122,72.541797,West,Low,15:00,13,4.55,9.1,6,40.15,0.87
D14,2026-03-16,Monday,0,Store_21,L21,23.024734,72.578839,East,Medium,10:00,13,15.28,55.62,10,24.46,0.87
D14,2026-03-16,Monday,0,Store_30,L30,23.029562,72.615918,Central,High,10:15,14,24.78,117.95,5,43.5,0.76
D14,2026-03-16,Monday,0,Store_7,L7,22.995806,72.573083,South,Low,11:45,54,12.54,25.08,10,40.45,0.75
D5,2026-03-16,Monday,0,Store_50,L50,22.929464,72.534675,West,Low,13:30,18,2.6,5.2,10,21.1,0.72
D7,2026-03-16,Monday,0,Store_47,L47,22.996527,72.726769,Central,Low,18:15,48,23.97,67.12,4,36.94,0.65
D9,2026-03-16,Monday,0,Store_15,L15,23.103642,72.553741,Central,Low,11:00,41,20.46,40.92,8,34.3,0.92
D10,2026-03-17,Tuesday,0,Store_5,L5,23.099597,72.517982,North,Medium,15:45,53,5.44,14.14,11,42.06,0.65
D11,2026-03-17,Tuesday,0,Store_18,L18,22.937508,72.532447,Central,High,08:45,47,5.29,25.18,3,24.18,0.81
D14,2026-03-17,Tuesday,0,Store_48,L48,23.02243,72.683566,East,Low,10:30,59,5.95,16.66,12,47.92,0.83
D14,2026-03-17,Tuesday,0,Store_30,L30,23.029562,72.615918,Central,High,12:15,26,1.32,4.49,8,49.72,0.96
D14,2026-03-17,Tuesday,0,Store_61,L61,22.900191,72.532039,North,Medium,17:15,51,20.09,73.13,8,32.33,0.66
D15,2026-03-17,Tuesday,0,Store_6,L6,23.114987,72.550167,East,High,11:00,24,3.52,11.97,7,28.15,0.89
D2,2026-03-17,Tuesday,0,Store_48,L48,23.02243,72.683566,East,Low,14:00,14,5.1,10.2,6,34.54,0.82
D3,2026-03-17,Tuesday,0,Store_63,L63,22.974029,72.597014,Central,Medium,15:45,48,13.05,33.93,7,40.87,0.7
D5,2026-03-17,Tuesday,0,Store_17,L17,23.149252,72.585157,East,Medium,12:00,53,20.89,54.31,6,45.56,0.77
D11,2026-03-18,Wednesday,0,Store_18,L18,22.937508,72.532447,Central,High,16:30,17,4.0,13.6,8,47.8,0.69
D2,2026-03-18,Wednesday,0,Store_15,L15,23.103642,72.553741,Central,Low,14:30,40,14.24,28.48,4,22.84,0.97
D2,2026-03-18,Wednesday,0,Store_29,L29,23.005242,72.721367,East,Medium,18:45,47,9.7,35.31,11,32.48,0.62
D3,2026-03-18,Wednesday,0,Store_68,L68,23.031707,72.714249,Central,Medium,09:15,19,13.29,48.38,6,25.92,0.7
D3,2026-03-18,Wednesday,0,Store_31,L31,22.92006,72.51836,South,Medium,12:30,59,6.0,15.6,4,22.28,0.97
D9,2026-03-18,Wednesday,0,Store_59,L59,23.102272,72.544785,East,Medium,15:30,44,9.27,24.1,7,48.64,0.75
D11,2026-03-19,Thursday,0,Store_45,L45,23.167346,72.578259,Central,High,08:00,13,9.5,45.22,10,49.18,0.8
D12,2026-03-19,Thursday,0,Store_22,L22,22.96808,72.593603,South,High,09:45,19,6.79,32.32,10,49.01,0.87
D4,2026-03-19,Thursday,0,Store_60,L60,23.110032,72.461491,South,High,18:00,43,5.34,25.42,10,23.89,0.68
D5,2026-03-19,Thursday,0,Store_58,L58,23.018608,72.5704,North,Low,17:00,34,8.38,23.46,4,43.13,0.76
D5,2026-03-19,Thursday,0,Store_8,L8,22.906262,72.547656,North,Medium,18:30,17,18.43,67.09,8,26.28,0.65
D9,2026-03-19,Thursday,0,Store_55,L55,23.018238,72.570281,West,Low,10:15,45,2.8,7.84,12,32.95,0.77
D1,2026-03-20,Friday,0,Store_18,L18,22.937508,72.532447,Central,High,18:30,53,10.43,49.65,12,25.44,0.73
D10,2026-03-20,Friday,0,Store_30,L30,23.029562,72.615918,Central,High,08:45,42,17.06,81.21,5,43.88,0.74
D12,2026-03-20,Friday,0,Store_8,L8,22.906262,72.547656,North,Medium,11:30,36,13.84,35.98,4,44.5,0.61
D12,2026-03-20,Friday,0,Store_68,L68,23.031707,72.714249,Central,Medium,12:15,55,16.41,42.67,6,29.29,0.68
D13,2026-03-20,Friday,0,Store_8,L8,22.906262,72.547656,North,Medium,16:45,54,8.13,21.14,6,25.85,0.78
D15,2026-03-20,Friday,0,Store_38,L38,23.042065,72.714175,West,Low,08:15,30,7.49,20.97,6,49.19,0.63
D2,2026-03-20,Friday,0,Store_50,L50,22.929464,72.534675,West,Low,15:15,31,2.55,5.1,3,22.82,0.62
D4,2026-03-20,Friday,0,Store_62,L62,23.04547,72.60816,West,High,09:45,20,10.36,49.31,5,21.31,0.66
D6,2026-03-20,Friday,0,Store_9,L9,23.1724,72.568243,East,Medium,15:15,36,10.27,26.7,6,42.17,0.75
D8,2026-03-20,Friday,0,Store_45,L45,23.167346,72.578259,Central,High,17:30,21,20.55,97.82,5,39.74,0.92
D10,2026-03-21,Saturday,1,Store_28,L28,22.934761,72.524929,West,Low,18:00,59,18.82,52.7,7,22.38,0.92
D11,2026-03-21,Saturday,1,Store_68,L68,23.031707,72.714249,Central,Medium,13:30,56,3.33,8.66,5,33.76,0.72
D2,2026-03-21,Saturday,1,Store_41,L41,23.133335,72.541455,East,Low,16:45,20,15.07,30.14,7,30.41,0.88
D3,2026-03-21,Saturday,1,Store_17,L17,23.149252,72.585157,East,Medium,13:15,42,19.88,51.69,5,23.55,0.71
D6,2026-03-21,Saturday,1,Store_2,L2,23.101989,72.495308,North,Medium,12:30,20,17.37,45.16,10,48.08,0.79
D7,2026-03-21,Saturday,1,Store_18,L18,22.937508,72.532447,Central,High,16:30,36,3.99,13.57,8,33.29,0.96
D7,2026-03-21,Saturday,1,Store_13,L13,23.081015,72.536338,West,Medium,18:00,40,16.79,61.12,6,48.84,0.87
D8,2026-03-21,Saturday,1,Store_61,L61,22.900191,72.532039,North,Medium,09:00,49,17.02,61.95,5,38.39,0.86
D2,2026-03-22,Sunday,1,Store_55,L55,23.018238,72.570281,West,Low,08:30,30,19.08,53.42,4,30.66,0.78
D6,2026-03-22,Sunday,1,Store_64,L64,22.94129,72.527059,South,High,14:45,21,7.35,24.99,3,34.27,0.6
D7,2026-03-22,Sunday,1,Store_44,L44,23.118934,72.499277,Central,Low,15:45,33,24.75,49.5,6,21.07,0.76
D8,2026-03-22,Sunday,1,Store_6,L6,23.114987,72.550167,East,High,11:45,44,5.23,17.78,9,21.99,0.88
D9,2026-03-22,Sunday,1,Store_54,L54,23.011897,72.641639,North,Medium,12:15,10,1.24,3.22,6,46.62,0.93
D10,2026-03-23,Monday,0,Store_23,L23,23.040341,72.600817,East,High,08:00,34,2.22,10.57,10,33.72,0.63
D13,2026-03-23,Monday,0,Store_16,L16,23.049811,72.469171,East,High,14:45,42,13.31,45.25,12,34.59,0.81
D14,2026-03-23,Monday,0,Store_38,L38,23.042065,72.714175,West,Low,15:15,28,22.63,45.26,11,29.76,0.6
D2,2026-03-23,Monday,0,Store_41,L41,23.133335,72.541455,East,Low,18:45,38,13.36,37.41,4,33.71,0.61
D3,2026-03-23,Monday,0,Store_6,L6,23.114987,72.550167,East,High,16:15,30,7.77,26.42,8,26.73,0.86
D7,2026-03-23,Monday,0,Store_48,L48,23.02243,72.683566,East,Low,09:00,31,24.98,69.94,6,20.15,0.8
D8,2026-03-23,Monday,0,Store_49,L49,22.934302,72.554122,South,Medium,12:30,21,21.83,56.76,10,42.36,0.87
D10,2026-03-24,Tuesday,0,Store_60,L60,23.110032,72.461491,South,High,14:30,10,22.62,76.91,9,46.02,0.65
D12,2026-03-24,Tuesday,0,Store_9,L9,23.1724,72.568243,East,Medium,13:15,56,23.6,61.36,4,34.77,0.81
D13,2026-03-24,Tuesday,0,Store_50,L50,22.929464,72.534675,West,Low,14:00,44,6.45,12.9,6,30.82,0.86
D5,2026-03-24,Tuesday,0,Store_1,L1,23.136953,72.579277,West,Medium,17:45,15,4.54,16.53,9,21.41,0.67
D10,2026-03-25,Wednesday,0,Store_32,L32,22.896707,72.491172,East,Low,12:45,59,4.33,8.66,12,20.38,0.95
D12,2026-03-25,Wednesday,0,Store_37,L37,23.081543,72.566907,East,Medium,14:15,13,16.11,41.89,12,20.64,0.65
D13,2026-03-25,Wednesday,0,Store_16,L16,23.049811,72.469171,East,High,18:45,16,15.23,72.49,5,32.35,0.94
D6,2026-03-25,Wednesday,0,Store_66,L66,22.98114,72.715898,East,Low,11:00,37,15.47,30.94,5,29.86,0.92
D9,2026-03-25,Wednesday,0,Store_45,L45,23.167346,72.578259,Central,High,12:45,60,24.63,83.74,8,34.0,0.93
D14,2026-03-26,Thursday,0,Store_33,L33,23.076562,72.481891,West,Medium,12:45,50,3.76,9.78,3,34.31,0.97
D14,2026-03-26,Thursday,0,Store_49,L49,22.934302,72.554122,South,Medium,15:15,19,16.39,42.61,9,48.41,0.67
D2,2026-03-26,Thursday,0,Store_45,L45,23.167346,72.578259,Central,High,11:45,10,15.22,51.75,8,46.32,0.61
D4,2026-03-26,Thursday,0,Store_18,L18,22.937508,72.532447,Central,High,12:15,14,12.28,41.75,4,43.15,0.67
D1,2026-03-27,Friday,0,Store_63,L63,22.974029,72.597014,Central,Medium,17:00,44,15.87,57.77,9,44.17,0.84
D11,2026-03-27,Friday,0,Store_68,L68,23.031707,72.714249,Central,Medium,14:30,60,21.94,57.04,10,23.36,0.7
D12,2026-03-27,Friday,0,Store_13,L13,23.081015,72.536338,West,Medium,14:45,19,19.57,50.88,5,28.79,0.65
D12,2026-03-27,Friday,0,Store_57,L57,23.008902,72.68655,West,Medium,16:30,41,19.23,50.0,10,48.55,0.95
D13,2026-03-27,Friday,0,Store_6,L6,23.114987,72.550167,East,High,16:30,18,19.27,65.52,3,27.08,0.96
D5,2026-03-27,Friday,0,Store_47,L47,22.996527,72.726769,Central,Low,09:00,26,20.63,57.76,3,38.8,0.76
D5,2026-03-27,Friday,0,Store_31,L31,22.92006,72.51836,South,Medium,14:45,44,9.71,25.25,4,49.32,0.68
D6,2026-03-27,Friday,0,Store_57,L57,23.008902,72.68655,West,Medium,09:30,11,8.04,29.27,7,22.87,0.91
D6,2026-03-27,Friday,0,Store_20,L20,23.129394,72.520486,West,Medium,13:15,39,20.91,54.37,6,49.57,0.69
D8,2026-03-27,Friday,0,Store_5,L5,23.099597,72.517982,North,Medium,09:30,36,10.92,39.75,4,41.35,0.85
D8,2026-03-27,Friday,0,Store_47,L47,22.996527,72.726769,Central,Low,17:30,49,20.26,56.73,11,31.22,0.84
D1,2026-03-28,Saturday,1,Store_5,L5,23.099597,72.517982,North,Medium,09:30,16,20.33,74.0,5,23.58,0.63
D7,2026-03-28,Saturday,1,Store_33,L33,23.076562,72.481891,West,Medium,15:30,51,23.42,60.89,8,36.26,0.94
D8,2026-03-28,Saturday,1,Store_17,L17,23.149252,72.585157,East,Medium,18:45,50,11.63,42.33,4,43.7,0.72
D9,2026-03-28,Saturday,1,Store_5,L5,23.099597,72.517982,North,Medium,09:00,12,16.3,59.33,8,21.54,0.64
D1,2026-03-29,Sunday,1,Store_66,L66,22.98114,72.715898,East,Low,08:00,38,23.64,66.19,11,29.55,0.91
D1,2026-03-29,Sunday,1,Store_57,L57,23.008902,72.68655,West,Medium,12:15,13,5.18,13.47,11,39.26,0.78
D12,2026-03-29,Sunday,1,Store_25,L25,23.135226,72.587119,East,Low,13:45,35,22.92,45.84,4,44.69,0.85
D13,2026-03-29,Sunday,1,Store_44,L44,23.118934,72.499277,Central,Low,13:15,49,5.75,11.5,7,36.87,0.6
D15,2026-03-29,Sunday,1,Store_56,L56,23.088968,72.467116,West,High,09:00,29,4.2,19.99,4,37.94,0.93
D15,2026-03-29,Sunday,1,Store_41,L41,23.133335,72.541455,East,Low,18:00,45,9.9,27.72,4,41.4,0.69
D3,2026-03-29,Sunday,1,Store_28,L28,22.934761,72.524929,West,Low,16:00,54,3.06,6.12,5,31.07,0.89
D5,2026-03-29,Sunday,1,Store_42,L42,23.04175,72.60512,East,High,11:15,49,20.27,68.92,11,36.5,0.6
D5,2026-03-29,Sunday,1,Store_58,L58,23.018608,72.5704,North,Low,11:30,17,12.87,25.74,10,25.06,0.98
D6,2026-03-29,Sunday,1,Store_23,L23,23.040341,72.600817,East,High,09:45,50,20.31,96.68,7,45.37,0.81
D6,2026-03-29,Sunday,1,Store_56,L56,23.088968,72.467116,West,High,10:30,37,19.3,91.87,3,24.47,0.95
D12,2026-03-30,Monday,0,Store_36,L36,23.112303,72.453666,East,Low,11:30,34,2.75,5.5,10,39.05,0.95
D15,2026-03-30,Monday,0,Store_37,L37,23.081543,72.566907,East,Medium,15:00,21,10.08,26.21,12,25.72,0.68
D3,2026-03-30,Monday,0,Store_64,L64,22.94129,72.527059,South,High,18:45,56,10.67,50.79,9,45.69,0.63
D6,2026-03-30,Monday,0,Store_11,L11,22.956287,72.533465,West,High,08:15,31,24.57,116.95,9,27.06,0.62
D7,2026-03-30,Monday,0,Store_48,L48,23.02243,72.683566,East,Low,18:15,37,11.76,32.93,5,47.83,0.88
D9,2026-03-30,Monday,0,Store_43,L43,23.043895,72.718543,Central,High,11:15,17,9.69,32.95,3,28.93,0.77
D12,2026-03-31,Tuesday,0,Store_13,L13,23.081015,72.536338,West,Medium,16:15,28,8.73,22.7,8,24.71,0.89
D14,2026-03-31,Tuesday,0,Store_36,L36,23.112303,72.453666,East,Low,14:15,50,15.42,30.84,6,23.04,0.9
D8,2026-03-31,Tuesday,0,Store_65,L65,22.984183,72.598118,North,Low,08:15,37,18.6,52.08,8,45.43,0.79
D11,2026-04-01,Wednesday,0,Store_18,L18,22.937508,72.532447,Central,High,09:15,29,8.84,42.08,5,26.42,0.97
D12,2026-04-01,Wednesday,0,Store_67,L67,22.985093,72.609142,West,High,15:15,15,3.95,13.43,4,34.06,0.96
D14,2026-04-01,Wednesday,0,Store_33,L33,23.076562,72.481891,West,Medium,15:15,49,6.51,16.93,9,38.51,0.8
D4,2026-04-01,Wednesday,0,Store_3,L3,23.026445,72.587532,Central,High,10:15,32,11.25,53.55,10,34.09,0.71
D6,2026-04-01,Wednesday,0,Store_21,L21,23.024734,72.578839,East,Medium,13:45,14,4.26,11.08,5,30.21,0.87
D1,2026-04-02,Thursday,0,Store_10,L10,22.931174,72.544227,Central,Low,17:30,13,13.6,38.08,3,30.18,0.95
D2,2026-04-02,Thursday,0,Store_5,L5,23.099597,72.517982,North,Medium,12:15,29,5.14,13.36,5,36.64,0.92
D3,2026-04-02,Thursday,0,Store_43,L43,23.043895,72.718543,Central,High,16:45,17,24.87,84.56,4,23.75,0.79
D4,2026-04-02,Thursday,0,Store_38,L38,23.042065,72.714175,West,Low,11:15,43,24.9,49.8,9,45.05,0.96
D7,2026-04-02,Thursday,0,Store_19,L19,23.030236,72.593213,North,Medium,09:15,55,6.34,23.08,3,36.72,0.7
D7,2026-04-02,Thursday,0,Store_43,L43,23.043895,72.718543,Central,High,14:00,47,14.19,48.25,6,28.33,0.7
D13,2026-04-03,Friday,0,Store_40,L40,23.094792,72.571629,West,Medium,11:30,33,3.39,8.81,3,45.23,0.71
D15,2026-04-03,Friday,0,Store_9,L9,23.1724,72.568243,East,Medium,17:15,37,13.08,47.61,5,29.32,0.7
D4,2026-04-03,Friday,0,Store_25,L25,23.135226,72.587119,East,Low,13:15,27,8.48,16.96,8,49.69,0.76
D5,2026-04-03,Friday,0,Store_45,L45,23.167346,72.578259,Central,High,08:30,52,5.26,25.04,5,47.85,0.76
D6,2026-04-03,Friday,0,Store_26,L26,23.140634,72.59912,East,Low,16:30,54,2.45,4.9,10,46.33,0.83
D7,2026-04-03,Friday,0,Store_59,L59,23.102272,72.544785,East,Medium,13:15,19,12.99,33.77,4,46.46,0.84
D8,2026-04-03,Friday,0,Store_31,L31,22.92006,72.51836,South,Medium,16:45,46,19.5,50.7,3,34.72,0.74
D1,2026-04-04,Saturday,1,Store_58,L58,23.018608,72.5704,North,Low,08:00,26,7.74,21.67,8,25.82,0.82
D11,2026-04-04,Saturday,1,Store_41,L41,23.133335,72.541455,East,Low,09:45,15,18.67,52.28,11,23.67,0.77
D14,2026-04-04,Saturday,1,Store_36,L36,23.112303,72.453666,East,Low,10:00,26,6.93,19.4,5,27.59,0.83
D2,2026-04-04,Saturday,1,Store_9,L9,23.1724,72.568243,East,Medium,18:00,43,12.19,44.37,12,45.34,0.64
D6,2026-04-04,Saturday,1,Store_41,L41,23.133335,72.541455,East,Low,09:15,38,16.64,46.59,11,31.59,0.88
D6,2026-04-04,Saturday,1,Store_65,L65,22.984183,72.598118,North,Low,16:45,41,10.56,21.12,3,47.79,0.82
D8,2026-04-04,Saturday,1,Store_12,L12,23.113793,72.544115,East,High,16:45,25,5.77,19.62,10,33.66,0.84
D1,2026-04-05,Sunday,1,Store_55,L55,23.018238,72.570281,West,Low,11:15,44,2.25,4.5,9,35.01,0.91
D1,2026-04-05,Sunday,1,Store_19,L19,23.030236,72.593213,North,Medium,12:30,38,15.19,39.49,9,47.77,0.86
D14,2026-04-05,Sunday,1,Store_65,L65,22.984183,72.598118,North,Low,13:15,12,5.3,10.6,4,49.64,0.61
D3,2026-04-05,Sunday,1,Store_54,L54,23.011897,72.641639,North,Medium,09:15,21,23.55,85.72,8,29.67,0.76
D6,2026-04-05,Sunday,1,Store_30,L30,23.029562,72.615918,Central,High,12:00,27,11.27,38.32,5,29.64,0.68
D6,2026-04-05,Sunday,1,Store_25,L25,23.135226,72.587119,East,Low,15:00,42,17.85,35.7,11,25.79,0.67
D7,2026-04-05,Sunday,1,Store_1,L1,23.136953,72.579277,West,Medium,10:00,17,5.5,20.02,5,22.56,0.81
D1,2026-04-06,Monday,0,Store_66,L66,22.98114,72.715898,East,Low,10:00,23,2.86,8.01,6,32.12,0.82
D8,2026-04-06,Monday,0,Store_60,L60,23.110032,72.461491,South,High,08:00,19,10.11,48.12,3,29.94,0.6
D8,2026-04-06,Monday,0,Store_11,L11,22.956287,72.533465,West,High,09:00,41,16.35,77.83,6,38.9,0.79
D1,2026-04-07,Tuesday,0,Store_18,L18,22.937508,72.532447,Central,High,11:30,45,9.78,33.25,6,22.76,0.65
D1,2026-04-07,Tuesday,0,Store_43,L43,23.043895,72.718543,Central,High,18:30,60,1.3,6.19,11,35.82,0.82
D15,2026-04-07,Tuesday,0,Store_7,L7,22.995806,72.573083,South,Low,10:30,55,8.04,22.51,9,46.96,0.91
D2,2026-04-07,Tuesday,0,Store_10,L10,22.931174,72.544227,Central,Low,08:45,38,24.52,68.66,4,23.98,0.63
D3,2026-04-07,Tuesday,0,Store_28,L28,22.934761,72.524929,West,Low,17:30,37,14.33,40.12,10,24.49,0.79
D4,2026-04-07,Tuesday,0,Store_8,L8,22.906262,72.547656,North,Medium,18:45,53,4.35,15.83,9,24.66,0.68
D7,2026-04-07,Tuesday,0,Store_32,L32,22.896707,72.491172,East,Low,08:30,43,3.89,10.89,6,49.16,0.79
D7,2026-04-07,Tuesday,0,Store_43,L43,23.043895,72.718543,Central,High,12:00,29,1.88,6.39,11,26.26,0.96
D8,2026-04-07,Tuesday,0,Store_11,L11,22.956287,72.533465,West,High,15:00,15,5.75,19.55,11,22.92,0.89
D9,2026-04-07,Tuesday,0,Store_58,L58,23.018608,72.5704,North,Low,18:30,33,5.38,15.06,5,24.25,0.68
D1,2026-04-08,Wednesday,0,Store_70,L70,22.903094,72.533732,West,Low,12:15,13,5.79,11.58,8,23.97,0.89
D11,2026-04-08,Wednesday,0,Store_67,L67,22.985093,72.609142,West,High,10:45,40,14.83,70.59,9,41.31,0.87
D12,2026-04-08,Wednesday,0,Store_5,L5,23.099597,72.517982,North,Medium,15:00,39,15.58,40.51,4,43.63,0.83
D3,2026-04-08,Wednesday,0,Store_6,L6,23.114987,72.550167,East,High,11:30,15,10.4,35.36,7,48.71,0.83
D3,2026-04-08,Wednesday,0,Store_17,L17,23.149252,72.585157,East,Medium,18:15,34,23.48,85.47,8,26.14,0.92
D4,2026-04-08,Wednesday,0,Store_2,L2,23.101989,72.495308,North,Medium,16:45,48,14.7,38.22,7,37.43,0.92
D5,2026-04-08,Wednesday,0,Store_47,L47,22.996527,72.726769,Central,Low,12:45,49,22.19,44.38,11,27.28,0.62
D5,2026-04-08,Wednesday,0,Store_11,L11,22.956287,72.533465,West,High,14:15,26,22.65,77.01,5,49.79,0.81
D1,2026-04-09,Thursday,0,Store_4,L4,23.122541,72.569269,North,High,16:00,20,3.87,13.16,8,33.45,0.92
D10,2026-04-09,Thursday,0,Store_54,L54,23.011897,72.641639,North,Medium,14:30,44,5.29,13.75,8,36.24,0.98
D12,2026-04-09,Thursday,0,Store_13,L13,23.081015,72.536338,West,Medium,14:30,10,22.15,57.59,9,24.57,0.71
D12,2026-04-09,Thursday,0,Store_1,L1,23.136953,72.579277,West,Medium,16:15,45,24.04,62.5,10,40.13,0.71
D14,2026-04-09,Thursday,0,Store_37,L37,23.081543,72.566907,East,Medium,08:00,20,10.71,38.98,5,49.04,0.7
D14,2026-04-09,Thursday,0,Store_58,L58,23.018608,72.5704,North,Low,14:00,20,20.58,41.16,5,36.5,0.8
D2,2026-04-09,Thursday,0,Store_32,L32,22.896707,72.491172,East,Low,09:15,56,2.82,7.9,7,44.5,0.79
D3,2026-04-09,Thursday,0,Store_38,L38,23.042065,72.714175,West,Low,09:45,30,14.55,40.74,5,39.16,0.63
D5,2026-04-09,Thursday,0,Store_48,L48,23.02243,72.683566,East,Low,08:00,60,6.49,18.17,10,28.37,0.82
D6,2026-04-09,Thursday,0,Store_48,L48,23.02243,72.683566,East,Low,11:15,59,16.83,33.66,6,41.45,0.85
D7,2026-04-09,Thursday,0,Store_18,L18,22.937508,72.532447,Central,High,16:30,19,2.1,7.14,6,30.24,0.67
D8,2026-04-09,Thursday,0,Store_25,L25,23.135226,72.587119,East,Low,14:45,13,7.65,15.3,5,49.2,0.91
D15,2026-04-10,Friday,0,Store_11,L11,22.956287,72.533465,West,High,08:30,38,12.5,59.5,6,39.81,0.68
D15,2026-04-10,Friday,0,Store_1,L1,23.136953,72.579277,West,Medium,09:15,55,3.38,12.3,8,36.04,0.94
D9,2026-04-10,Friday,0,Store_4,L4,23.122541,72.569269,North,High,11:15,51,6.79,23.09,5,35.87,0.63
D9,2026-04-10,Friday,0,Store_61,L61,22.900191,72.532039,North,Medium,17:30,57,15.44,56.2,6,31.02,0.6
D1,2026-04-11,Saturday,1,Store_57,L57,23.008902,72.68655,West,Medium,15:30,29,7.64,19.86,12,31.71,0.84
D10,2026-04-11,Saturday,1,Store_42,L42,23.04175,72.60512,East,High,16:00,35,20.97,71.3,7,22.98,0.84
D10,2026-04-11,Saturday,1,Store_33,L33,23.076562,72.481891,West,Medium,16:15,41,2.84,7.38,12,20.95,0.82
D10,2026-04-11,Saturday,1,Store_23,L23,23.040341,72.600817,East,High,16:30,48,11.51,39.13,12,23.29,0.89
D15,2026-04-11,Saturday,1,Store_67,L67,22.985093,72.609142,West,High,11:15,28,16.57,56.34,10,46.52,0.71
D5,2026-04-11,Saturday,1,Store_48,L48,23.02243,72.683566,East,Low,11:15,22,19.71,39.42,5,38.06,0.85
D5,2026-04-11,Saturday,1,Store_30,L30,23.029562,72.615918,Central,High,15:00,25,8.32,28.29,5,40.56,0.71
D7,2026-04-11,Saturday,1,Store_69,L69,23.098633,72.464317,East,High,18:45,51,9.77,46.51,8,37.57,0.94
D11,2026-04-12,Sunday,1,Store_45,L45,23.167346,72.578259,Central,High,15:00,25,12.46,42.36,3,24.41,0.68
D13,2026-04-12,Sunday,1,Store_26,L26,23.140634,72.59912,East,Low,10:45,36,1.34,3.75,12,31.83,0.98
D13,2026-04-12,Sunday,1,Store_3,L3,23.026445,72.587532,Central,High,17:45,54,11.78,56.07,11,45.92,0.77
D14,2026-04-12,Sunday,1,Store_43,L43,23.043895,72.718543,Central,High,14:30,34,23.75,80.75,4,25.58,0.66
D15,2026-04-12,Sunday,1,Store_67,L67,22.985093,72.609142,West,High,16:45,29,7.55,25.67,6,42.62,0.74
D8,2026-04-12,Sunday,1,Store_60,L60,23.110032,72.461491,South,High,15:15,37,8.32,28.29,4,35.68,0.84
D8,2026-04-12,Sunday,1,Store_17,L17,23.149252,72.585157,East,Medium,17:15,27,5.19,18.89,3,41.07,0.73
D8,2026-04-12,Sunday,1,Store_6,L6,23.114987,72.550167,East,High,17:45,28,1.2,5.71,4,39.73,0.96
D1,2026-04-13,Monday,0,Store_5,L5,23.099597,72.517982,North,Medium,09:00,12,3.99,14.52,11,43.5,0.95
D12,2026-04-13,Monday,0,Store_59,L59,23.102272,72.544785,East,Medium,12:15,25,19.34,50.28,10,22.65,0.89
D15,2026-04-13,Monday,0,Store_19,L19,23.030236,72.593213,North,Medium,18:00,55,16.32,59.4,11,26.64,0.66
D2,2026-04-13,Monday,0,Store_57,L57,23.008902,72.68655,West,Medium,15:30,59,8.66,22.52,9,37.79,0.81
D8,2026-04-13,Monday,0,Store_14,L14,22.957228,72.598412,South,High,12:30,45,23.24,79.02,6,30.1,0.97
D10,2026-04-14,Tuesday,0,Store_65,L65,22.984183,72.598118,North,Low,11:45,22,17.58,35.16,11,44.7,0.72
D11,2026-04-14,Tuesday,0,Store_18,L18,22.937508,72.532447,Central,High,14:15,60,10.09,34.31,8,21.31,0.66
D11,2026-04-14,Tuesday,0,Store_28,L28,22.934761,72.524929,West,Low,15:00,16,14.77,29.54,7,33.72,0.71
D12,2026-04-14,Tuesday,0,Store_12,L12,23.113793,72.544115,East,High,08:30,34,23.73,112.95,5,22.08,0.63
D12,2026-04-14,Tuesday,0,Store_34,L34,23.027443,72.583301,West,Medium,12:30,23,1.03,2.68,10,31.21,0.65
D14,2026-04-14,Tuesday,0,Store_33,L33,23.076562,72.481891,West,Medium,13:45,13,14.81,38.51,9,28.15,0.63
D15,2026-04-14,Tuesday,0,Store_35,L35,23.114949,72.528371,North,Low,13:15,13,13.09,26.18,12,41.23,0.63
D3,2026-04-14,Tuesday,0,Store_12,L12,23.113793,72.544115,East,High,13:30,20,15.52,52.77,10,42.46,0.65
D8,2026-04-14,Tuesday,0,Store_27,L27,23.078705,72.511762,South,Low,17:00,17,5.88,16.46,4,21.22,0.67
D1,2026-04-15,Wednesday,0,Store_8,L8,22.906262,72.547656,North,Medium,15:15,60,7.63,19.84,9,24.32,0.63
D11,2026-04-15,Wednesday,0,Store_57,L57,23.008902,72.68655,West,Medium,17:00,11,21.21,77.2,9,36.37,0.9
D12,2026-04-15,Wednesday,0,Store_53,L53,23.135279,72.547717,West,Low,11:30,13,12.12,24.24,5,40.31,0.61
D14,2026-04-15,Wednesday,0,Store_2,L2,23.101989,72.495308,North,Medium,15:30,59,21.87,56.86,11,22.88,0.77
D15,2026-04-15,Wednesday,0,Store_22,L22,22.96808,72.593603,South,High,11:30,56,17.48,59.43,9,21.72,0.93
D4,2026-04-15,Wednesday,0,Store_12,L12,23.113793,72.544115,East,High,17:15,34,19.33,92.01,4,20.19,0.96
D5,2026-04-15,Wednesday,0,Store_7,L7,22.995806,72.573083,South,Low,16:00,35,24.84,49.68,4,28.63,0.62
D6,2026-04-15,Wednesday,0,Store_6,L6,23.114987,72.550167,East,High,18:00,21,18.85,89.73,5,25.39,0.71
